"Activity1","Activity2","Activity3","Duration","Next_Activity"
"NEW","CHANGE DIAGN","FIN",41506,13
"CHANGE DIAGN","FIN","RELEASE",30385,6
"FIN","RELEASE","CODE OK",246161,1
"NEW","FIN","RELEASE",-395865,6
"FIN","RELEASE","CODE OK",9,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",110520,6
"FIN","RELEASE","CODE OK",110520,1
"NEW","CHANGE DIAGN","FIN",54621,13
"CHANGE DIAGN","FIN","RELEASE",54621,6
"FIN","RELEASE","CODE OK",-96120,1
"NEW","FIN","RELEASE",83006,6
"FIN","RELEASE","CODE OK",111833,1
"NEW","CHANGE DIAGN","FIN",1343,13
"CHANGE DIAGN","FIN","RELEASE",-223326,6
"FIN","RELEASE","CODE OK",-223294,14
"RELEASE","CODE OK","REOPEN",-127609,8
"CODE OK","REOPEN","FIN",97515,13
"REOPEN","FIN","RELEASE",103504,6
"FIN","RELEASE","CODE OK",72149,1
"NEW","FIN","RELEASE",67542,6
"FIN","RELEASE","CODE OK",72865,14
"RELEASE","CODE OK","REOPEN",895862,8
"CODE OK","REOPEN","FIN",-99186,13
"REOPEN","FIN","RELEASE",-104511,6
"FIN","RELEASE","CODE OK",-864240,1
"NEW","CHANGE DIAGN","CODE OK",75660,8
"CHANGE DIAGN","CODE OK","FIN",68242,13
"CODE OK","FIN","RELEASE",26736,6
"FIN","RELEASE","CODE OK",11616,1
"RELEASE","CODE OK","BILLED",-167031,16
"CODE OK","BILLED","STORNO",-174267,12
"BILLED","STORNO","REJECT",-80321,13
"STORNO","REJECT","RELEASE",97234,6
"REJECT","RELEASE","CODE OK",100033,1
"NEW","CHANGE DIAGN","FIN",-99583,13
"CHANGE DIAGN","FIN","RELEASE",123023,6
"FIN","RELEASE","CODE OK",132091,1
"NEW","CHANGE DIAGN","FIN",34753,13
"CHANGE DIAGN","FIN","RELEASE",-185184,6
"FIN","RELEASE","CODE OK",-189795,1
"NEW","CHANGE DIAGN","FIN",237043,13
"CHANGE DIAGN","FIN","RELEASE",-82923,6
"FIN","RELEASE","CODE OK",-88905,13
"RELEASE","CODE OK","RELEASE",-319622,6
"CODE OK","RELEASE","CODE OK",14,1
"NEW","CHANGE DIAGN","FIN",166741,13
"CHANGE DIAGN","FIN","RELEASE",209516,6
"FIN","RELEASE","CODE OK",28137,1
"NEW","CHANGE DIAGN","FIN",61214,13
"CHANGE DIAGN","FIN","RELEASE",69908,5
"FIN","RELEASE","CODE NOK",108185,14
"RELEASE","CODE NOK","REOPEN",-71278,5
"CODE NOK","REOPEN","CODE NOK",-79973,7
"NEW","CHANGE DIAGN","CHANGE DIAGN",57869,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",75660,13
"CHANGE DIAGN","FIN","RELEASE",68237,6
"FIN","RELEASE","CODE OK",26737,1
"NEW","CHANGE DIAGN","FIN",130399,13
"CHANGE DIAGN","FIN","RELEASE",139364,6
"FIN","RELEASE","CODE OK",39077,1
"NEW","CHANGE DIAGN","FIN",133203,13
"CHANGE DIAGN","FIN","RELEASE",139199,6
"FIN","RELEASE","CODE OK",55021,1
"NEW","CHANGE DIAGN","FIN",104288,13
"CHANGE DIAGN","FIN","RELEASE",112977,6
"FIN","RELEASE","CODE OK",83820,1
"NEW","CHANGE DIAGN","FIN",11619,13
"CHANGE DIAGN","FIN","RELEASE",-252017,6
"FIN","RELEASE","CODE OK",-255332,1
"NEW","CHANGE DIAGN","FIN",-129268,13
"CHANGE DIAGN","FIN","RELEASE",-47730,6
"FIN","RELEASE","CODE OK",130375,1
"NEW","CHANGE DIAGN","FIN",-110498,13
"CHANGE DIAGN","FIN","RELEASE",-156,6
"FIN","RELEASE","CODE OK",140443,1
"NEW","FIN","RELEASE",-165080,6
"FIN","RELEASE","CODE OK",-171981,1
"NEW","CHANGE DIAGN","FIN",40307,13
"CHANGE DIAGN","FIN","RELEASE",-157683,6
"FIN","RELEASE","CODE OK",-168058,1
"NEW","CHANGE DIAGN","FIN",-10036,13
"CHANGE DIAGN","FIN","RELEASE",-10036,6
"FIN","RELEASE","CODE OK",-15272,1
"NEW","CHANGE DIAGN","FIN",41664,13
"CHANGE DIAGN","FIN","RELEASE",172960,6
"FIN","RELEASE","CODE OK",10640,1
"NEW","CHANGE DIAGN","FIN",139225,13
"CHANGE DIAGN","FIN","RELEASE",38947,6
"FIN","RELEASE","CODE OK",-91243,1
"NEW","CHANGE DIAGN","FIN",139086,13
"CHANGE DIAGN","FIN","RELEASE",57933,6
"FIN","RELEASE","CODE OK",-143134,1
"NEW","CHANGE DIAGN","FIN",54623,13
"CHANGE DIAGN","FIN","RELEASE",-147479,6
"FIN","RELEASE","CODE OK",-151785,1
"NEW","CHANGE DIAGN","FIN",40312,13
"CHANGE DIAGN","FIN","RELEASE",-79975,6
"FIN","RELEASE","CODE OK",-90350,14
"RELEASE","CODE OK","REOPEN",-56353,8
"CODE OK","REOPEN","FIN",64061,13
"REOPEN","FIN","RELEASE",70105,6
"FIN","RELEASE","CODE OK",103842,1
"NEW","CHANGE DIAGN","FIN",-98442,13
"CHANGE DIAGN","FIN","RELEASE",100,6
"FIN","RELEASE","CODE OK",128495,1
"NEW","CHANGE DIAGN","FIN",68249,13
"CHANGE DIAGN","FIN","RELEASE",26735,6
"FIN","RELEASE","CODE OK",11616,1
"NEW","FIN","RELEASE",106205,6
"FIN","RELEASE","CODE OK",65730,1
"NEW","CHANGE DIAGN","FIN",-110914,13
"CHANGE DIAGN","FIN","RELEASE",9468,6
"FIN","RELEASE","CODE OK",9504,1
"NEW","CHANGE DIAGN","FIN",-109218,13
"CHANGE DIAGN","FIN","RELEASE",64594,6
"FIN","RELEASE","CODE OK",37501,14
"RELEASE","CODE OK","REOPEN",60366,8
"CODE OK","REOPEN","FIN",106021,13
"REOPEN","FIN","RELEASE",133138,6
"FIN","RELEASE","CODE OK",116271,14
"RELEASE","CODE OK","REOPEN",35791,8
"CODE OK","REOPEN","FIN",-183571,13
"REOPEN","FIN","RELEASE",-189568,6
"FIN","RELEASE","CODE OK",-116702,1
"NEW","FIN","RELEASE",-85898,6
"FIN","RELEASE","CODE OK",-93096,1
"NEW","CHANGE DIAGN","FIN",35910,13
"CHANGE DIAGN","FIN","RELEASE",-138874,6
"FIN","RELEASE","CODE OK",-144866,14
"RELEASE","CODE OK","REOPEN",-91859,8
"CODE OK","REOPEN","FIN",82704,13
"REOPEN","FIN","RELEASE",89851,6
"FIN","RELEASE","CODE OK",105111,1
"NEW","NEW","JOIN-PAT",83468,9
"NEW","JOIN-PAT","JOIN-PAT",-84448,9
"JOIN-PAT","JOIN-PAT","JOIN-PAT",-84501,9
"NEW","FIN","RELEASE",100987,6
"FIN","RELEASE","CODE OK",-31074,1
"NEW","FIN","RELEASE",114936,6
"FIN","RELEASE","CODE OK",36123,1
"NEW","FIN","RELEASE",-31589,5
"FIN","RELEASE","CODE NOK",101128,15
"NEW","FIN","RELEASE",-129050,6
"FIN","RELEASE","CODE OK",-91967,1
"NEW","FIN","RELEASE",-34162,6
"FIN","RELEASE","CODE OK",-44510,1
"NEW","CHANGE DIAGN","FIN",57,13
"CHANGE DIAGN","FIN","RELEASE",131705,6
"FIN","RELEASE","CODE OK",131978,1
"NEW","CHANGE DIAGN","FIN",-138036,13
"CHANGE DIAGN","FIN","RELEASE",-34752,6
"FIN","RELEASE","CODE OK",133417,1
"NEW","CHANGE DIAGN","FIN",-135102,13
"CHANGE DIAGN","FIN","RELEASE",-32979,6
"FIN","RELEASE","CODE OK",131989,1
"NEW","FIN","RELEASE",-4070,6
"FIN","RELEASE","CODE OK",131909,1
"NEW","CHANGE DIAGN","FIN",528500,13
"CHANGE DIAGN","FIN","RELEASE",18867,6
"FIN","RELEASE","CODE OK",-497774,1
"NEW","FIN","RELEASE",3177,6
"FIN","RELEASE","CODE OK",-175103,1
"NEW","FIN","RELEASE",86210,5
"FIN","RELEASE","CODE NOK",34716,15
"NEW","CHANGE DIAGN","FIN",130781,13
"CHANGE DIAGN","FIN","RELEASE",160805,6
"FIN","RELEASE","CODE OK",37396,1
"NEW","FIN","RELEASE",10790,6
"FIN","RELEASE","CODE OK",10876,1
"NEW","FIN","RELEASE",76595,6
"FIN","RELEASE","CODE OK",9,1
"NEW","CHANGE DIAGN","FIN",146179,13
"CHANGE DIAGN","FIN","RELEASE",153145,6
"FIN","RELEASE","CODE OK",-155622,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",77854,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-136232,13
"CHANGE DIAGN","FIN","RELEASE",-167813,6
"FIN","RELEASE","CODE OK",-102257,1
"NEW","FIN","RELEASE",10800,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",-113648,13
"CHANGE DIAGN","FIN","RELEASE",10656,6
"FIN","RELEASE","CODE OK",10741,1
"NEW","FIN","RELEASE",51316,6
"FIN","RELEASE","CODE OK",133086,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",8397,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",3632,13
"CHANGE DIAGN","FIN","RELEASE",4999,6
"FIN","RELEASE","CODE OK",7171,1
"NEW","FIN","RELEASE",-157599,6
"FIN","RELEASE","CODE OK",-180046,1
"NEW","CHANGE DIAGN","FIN",26734,13
"CHANGE DIAGN","FIN","RELEASE",11616,6
"FIN","RELEASE","CODE OK",-193109,1
"NEW","CHANGE DIAGN","FIN",44907,13
"CHANGE DIAGN","FIN","RELEASE",-425643,6
"FIN","RELEASE","CODE OK",-431814,1
"NEW","NEW","FIN",-147908,13
"NEW","FIN","RELEASE",-16518,6
"FIN","RELEASE","CODE OK",131639,1
"NEW","FIN","RELEASE",137642,6
"FIN","RELEASE","CODE OK",36019,1
"NEW","FIN","RELEASE",131589,6
"FIN","RELEASE","CODE OK",160494,1
"NEW","CHANGE DIAGN","FIN",-146301,13
"CHANGE DIAGN","FIN","RELEASE",39010,6
"FIN","RELEASE","CODE OK",39010,1
"NEW","CHANGE DIAGN","FIN",1321,13
"CHANGE DIAGN","FIN","RELEASE",8267,6
"FIN","RELEASE","CODE OK",106976,1
"NEW","FIN","RELEASE",347944,6
"FIN","RELEASE","CODE OK",511017,1
"NEW","CHANGE DIAGN","FIN",-423395,13
"CHANGE DIAGN","FIN","RELEASE",87387,6
"FIN","RELEASE","CODE OK",94752,1
"NEW","CHANGE DIAGN","FIN",-179576,13
"CHANGE DIAGN","FIN","RELEASE",-45288,6
"FIN","RELEASE","CODE OK",134400,1
"NEW","CHANGE DIAGN","FIN",-176935,13
"CHANGE DIAGN","FIN","RELEASE",-206786,6
"FIN","RELEASE","CODE OK",130372,1
"NEW","FIN","RELEASE",-378895,1
"FIN","RELEASE","BILLED",-34581,1
"NEW","CHANGE DIAGN","FIN",7253,13
"CHANGE DIAGN","FIN","RELEASE",2369,6
"FIN","RELEASE","CODE OK",105974,1
"NEW","CHANGE DIAGN","FIN",38960,13
"CHANGE DIAGN","FIN","RELEASE",-142900,6
"FIN","RELEASE","CODE OK",375290,1
"NEW","CHANGE DIAGN","FIN",-524661,13
"CHANGE DIAGN","FIN","RELEASE",-7939,6
"FIN","RELEASE","CODE OK",-16807,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-168083,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-178377,13
"CHANGE DIAGN","FIN","RELEASE",395003,6
"FIN","RELEASE","CODE OK",60102,1
"NEW","FIN","RELEASE",13074,6
"FIN","RELEASE","CODE OK",-529021,1
"NEW","CHANGE DIAGN","FIN",254330,13
"CHANGE DIAGN","FIN","RELEASE",392521,6
"FIN","RELEASE","CODE OK",555029,1
"NEW","CHANGE DIAGN","FIN",672683,13
"CHANGE DIAGN","FIN","RELEASE",-755594,6
"FIN","RELEASE","CODE OK",-391234,1
"NEW","CHANGE DIAGN","FIN",531973,13
"CHANGE DIAGN","FIN","RELEASE",13103,6
"FIN","RELEASE","CODE OK",-518875,1
"NEW","CHANGE DIAGN","FIN",33661,13
"CHANGE DIAGN","FIN","RELEASE",-441107,6
"FIN","RELEASE","CODE OK",79702,1
"NEW","CHANGE DIAGN","FIN",-494394,13
"CHANGE DIAGN","FIN","RELEASE",28246,6
"FIN","RELEASE","CODE OK",20550,1
"NEW","FIN","RELEASE",-7689,6
"FIN","RELEASE","CODE OK",-14071,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-39368,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-45802,13
"CHANGE DIAGN","FIN","RELEASE",533227,6
"FIN","RELEASE","CODE OK",13097,1
"NEW","FIN","RELEASE",533227,6
"FIN","RELEASE","CODE OK",13093,1
"NEW","FIN","RELEASE",534854,6
"FIN","RELEASE","CODE OK",13102,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"RELEASE","CODE OK","BILLED",0,16
"CODE OK","BILLED","STORNO",0,1
"BILLED","STORNO","BILLED",0,16
"STORNO","BILLED","STORNO",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,14
"RELEASE","CODE OK","REOPEN",0,8
"CODE OK","REOPEN","FIN",0,13
"REOPEN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,14
"RELEASE","CODE OK","REOPEN",0,7
"NEW","CHANGE DIAGN","FIN",1,13
"CHANGE DIAGN","FIN","RELEASE",1,6
"FIN","RELEASE","CODE OK",1,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,14
"FIN","RELEASE","REOPEN",0,8
"RELEASE","REOPEN","FIN",0,14
"REOPEN","FIN","REOPEN",0,8
"FIN","REOPEN","FIN",0,13
"REOPEN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,14
"RELEASE","CODE OK","REOPEN",0,8
"CODE OK","REOPEN","FIN",0,13
"REOPEN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",1,6
"FIN","RELEASE","CODE OK",1,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",0,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",528498,13
"CHANGE DIAGN","FIN","RELEASE",529357,6
"FIN","RELEASE","CODE OK",534765,1
"NEW","CHANGE DIAGN","FIN",-240302,13
"CHANGE DIAGN","FIN","RELEASE",341696,6
"FIN","RELEASE","CODE OK",10230,1
"NEW","CHANGE DIAGN","FIN",564691,13
"CHANGE DIAGN","FIN","RELEASE",481979,6
"FIN","RELEASE","CODE OK",533185,14
"RELEASE","CODE OK","REOPEN",12427,8
"CODE OK","REOPEN","FIN",-576450,13
"REOPEN","FIN","RELEASE",-62257,6
"FIN","RELEASE","CODE OK",-68330,1
"NEW","CHANGE DIAGN","FIN",-57267,13
"CHANGE DIAGN","FIN","RELEASE",444076,6
"FIN","RELEASE","CODE OK",33478,14
"RELEASE","CODE OK","REOPEN",-439515,2
"CODE OK","REOPEN","CHANGE DIAGN",80159,8
"REOPEN","CHANGE DIAGN","FIN",54715,13
"CHANGE DIAGN","FIN","RELEASE",531884,6
"FIN","RELEASE","CODE OK",12932,1
"NEW","FIN","RELEASE",39263,1
"NEW","CHANGE DIAGN","FIN",74288,13
"CHANGE DIAGN","FIN","RELEASE",45901,6
"FIN","RELEASE","CODE OK",-167247,1
"NEW","FIN","RELEASE",351933,6
"FIN","RELEASE","CODE OK",392017,1
"NEW","FIN","RELEASE",-347479,6
"FIN","RELEASE","CODE OK",-56220,1
"NEW","CHANGE DIAGN","FIN",4320,13
"CHANGE DIAGN","FIN","RELEASE",44700,6
"FIN","RELEASE","CODE OK",2880,14
"RELEASE","CODE OK","REOPEN",-36000,8
"CODE OK","REOPEN","FIN",10080,13
"REOPEN","FIN","RELEASE",-49020,6
"FIN","RELEASE","CODE OK",10080,1
"NEW","FIN","RELEASE",-8700,6
"FIN","RELEASE","CODE OK",8640,1
"NEW","CHANGE DIAGN","FIN",33120,13
"CHANGE DIAGN","FIN","RELEASE",47580,6
"FIN","RELEASE","CODE OK",31680,14
"RELEASE","CODE OK","REOPEN",-34560,8
"CODE OK","REOPEN","FIN",5760,13
"REOPEN","FIN","RELEASE",-31680,6
"FIN","RELEASE","CODE OK",-5760,1
"NEW","CHANGE DIAGN","FIN",40380,13
"CHANGE DIAGN","FIN","RELEASE",-38940,6
"FIN","RELEASE","CODE OK",-1500,1
"NEW","CHANGE DIAGN","FIN",-18780,13
"CHANGE DIAGN","FIN","RELEASE",5760,6
"FIN","RELEASE","CODE OK",-17280,1
"NEW","CHANGE DIAGN","FIN",41820,13
"CHANGE DIAGN","FIN","RELEASE",-37440,6
"FIN","RELEASE","CODE OK",43260,1
"NEW","NEW","NEW",67841,11
"NEW","NEW","NEW",88803,11
"NEW","NEW","NEW",88782,11
"NEW","NEW","NEW",85765,11
"NEW","NEW","NEW",1,11
"NEW","NEW","NEW",14583,11
"NEW","NEW","NEW",-155042,11
"NEW","NEW","NEW",364918,11
"NEW","NEW","NEW",350488,11
"NEW","NEW","NEW",529276,11
"NEW","NEW","NEW",19460,11
"NEW","NEW","NEW",445635,11
"NEW","NEW","NEW",-571029,11
"NEW","NEW","NEW",-422767,11
"NEW","NEW","NEW",-787051,11
"NEW","NEW","NEW",220501,11
"NEW","NEW","NEW",78366,11
"NEW","NEW","NEW",-215188,11
"NEW","NEW","NEW",-173839,11
"NEW","NEW","NEW",-167851,11
"NEW","NEW","NEW",63869,11
"NEW","NEW","NEW",28514,11
"NEW","NEW","NEW",131587,11
"NEW","NEW","NEW",-55223,11
"NEW","NEW","NEW",-61268,11
"NEW","NEW","NEW",-108543,11
"NEW","NEW","NEW",78300,11
"NEW","NEW","NEW",88403,11
"NEW","NEW","NEW",32836,11
"NEW","NEW","NEW",32595,11
"NEW","NEW","NEW",25644,11
"NEW","NEW","NEW",3393,11
"NEW","NEW","NEW",3461,11
"NEW","NEW","NEW",53468,11
"NEW","NEW","NEW",-72467,11
"NEW","NEW","NEW",-72536,11
"NEW","NEW","NEW",2691,11
"NEW","NEW","NEW",128652,11
"NEW","NEW","NEW",134517,11
"NEW","NEW","NEW",39069,11
"NEW","NEW","NEW",-130346,11
"NEW","NEW","NEW",-136211,11
"NEW","NEW","NEW",-66429,11
"NEW","NEW","NEW",103064,11
"NEW","NEW","NEW",107341,11
"NEW","NEW","NEW",83898,7
"NEW","CHANGE DIAGN","FIN",-255154,13
"CHANGE DIAGN","FIN","RELEASE",-126426,6
"FIN","RELEASE","CODE OK",131942,1
"NEW","CHANGE DIAGN","FIN",7376,13
"CHANGE DIAGN","FIN","RELEASE",131696,6
"FIN","RELEASE","CODE OK",117568,1
"NEW","FIN","RELEASE",-252823,6
"FIN","RELEASE","CODE OK",129014,1
"NEW","CHANGE DIAGN","FIN",-124897,13
"CHANGE DIAGN","FIN","RELEASE",-259706,6
"FIN","RELEASE","CODE OK",95973,1
"NEW","CHANGE DIAGN","FIN",-116212,13
"CHANGE DIAGN","FIN","RELEASE",-50452,6
"FIN","RELEASE","CODE OK",131758,1
"NEW","FIN","RELEASE",131999,6
"FIN","RELEASE","CODE OK",137987,1
"NEW","FIN","RELEASE",-161948,6
"FIN","RELEASE","CODE OK",-42529,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",88667,2
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",88613,2
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",-72770,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-149701,13
"CHANGE DIAGN","FIN","RELEASE",-18147,6
"FIN","RELEASE","CODE OK",134730,1
"NEW","CHANGE DIAGN","FIN",113173,13
"CHANGE DIAGN","FIN","RELEASE",83716,6
"FIN","RELEASE","CODE OK",260355,1
"NEW","FIN","RELEASE",-134429,6
"FIN","RELEASE","CODE OK",131764,1
"NEW","CHANGE DIAGN","FIN",-44818,13
"CHANGE DIAGN","FIN","RELEASE",131998,6
"FIN","RELEASE","CODE OK",137986,1
"NEW","CHANGE DIAGN","FIN",-23135,13
"CHANGE DIAGN","FIN","RELEASE",128908,6
"FIN","RELEASE","CODE OK",124851,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",95821,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",1,13
"CHANGE DIAGN","FIN","RELEASE",0,6
"FIN","RELEASE","CODE OK",0,1
"NEW","FIN","RELEASE",-163592,6
"FIN","RELEASE","CODE OK",134552,14
"RELEASE","CODE OK","REOPEN",137682,7
"NEW","CHANGE DIAGN","FIN",26735,13
"CHANGE DIAGN","FIN","RELEASE",11616,6
"FIN","RELEASE","CODE OK",-250752,1
"NEW","CHANGE DIAGN","FIN",31116,13
"CHANGE DIAGN","FIN","RELEASE",144150,6
"FIN","RELEASE","CODE OK",20861,1
"NEW","FIN","RELEASE",129578,6
"FIN","RELEASE","CODE OK",-122124,1
"NEW","FIN","RELEASE",-265952,6
"FIN","RELEASE","CODE OK",-269212,1
"NEW","CHANGE DIAGN","FIN",-3666,13
"CHANGE DIAGN","FIN","RELEASE",132288,6
"FIN","RELEASE","CODE OK",-223479,1
"NEW","CHANGE DIAGN","FIN",11656,13
"CHANGE DIAGN","FIN","RELEASE",-518350,6
"FIN","RELEASE","CODE OK",3814,1
"NEW","FIN","RELEASE",533837,6
"FIN","RELEASE","CODE OK",7927,1
"NEW","CHANGE DIAGN","FIN",111509,14
"CHANGE DIAGN","FIN","REOPEN",114449,8
"FIN","REOPEN","FIN",55956,13
"REOPEN","FIN","RELEASE",-146099,6
"FIN","RELEASE","CODE OK",-149039,1
"NEW","FIN","RELEASE",44719,6
"FIN","RELEASE","CODE OK",-100297,1
"NEW","CHANGE DIAGN","FIN",11654,13
"CHANGE DIAGN","FIN","RELEASE",-528239,6
"FIN","RELEASE","CODE OK",-533647,1
"NEW","FIN","RELEASE",63281,6
"FIN","RELEASE","CODE OK",-203897,1
"NEW","CHANGE DIAGN","FIN",137594,13
"CHANGE DIAGN","FIN","RELEASE",102980,6
"FIN","RELEASE","CODE OK",-137573,1
"NEW","FIN","RELEASE",123277,6
"FIN","RELEASE","CODE OK",51721,1
"NEW","CHANGE DIAGN","FIN",114969,13
"CHANGE DIAGN","FIN","RELEASE",123276,6
"FIN","RELEASE","CODE OK",51700,1
"NEW","CHANGE DIAGN","FIN",133006,13
"CHANGE DIAGN","FIN","RELEASE",137612,6
"FIN","RELEASE","CODE OK",34794,1
"NEW","FIN","RELEASE",355213,6
"FIN","RELEASE","CODE OK",359965,1
"NEW","CHANGE DIAGN","FIN",-375366,13
"CHANGE DIAGN","FIN","RELEASE",-2700,6
"FIN","RELEASE","CODE OK",-2701,1
"NEW","FIN","RELEASE",-108058,6
"FIN","RELEASE","CODE OK",6462,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-13794,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-41832,13
"CHANGE DIAGN","FIN","RELEASE",131690,6
"FIN","RELEASE","CODE OK",137682,1
"NEW","FIN","RELEASE",-102595,6
"FIN","RELEASE","CODE OK",2881,1
"NEW","CHANGE DIAGN","FIN",74649,13
"CHANGE DIAGN","FIN","RELEASE",85061,6
"FIN","RELEASE","CODE OK",220866,1
"NEW","CHANGE DIAGN","FIN",-300556,13
"CHANGE DIAGN","FIN","RELEASE",-166235,6
"FIN","RELEASE","CODE OK",134433,1
"NEW","CHANGE DIAGN","FIN",-126096,13
"CHANGE DIAGN","FIN","RELEASE",-26024,6
"FIN","RELEASE","CODE OK",130505,1
"NEW","FIN","RELEASE",-140803,6
"FIN","RELEASE","CODE OK",-129657,1
"NEW","CHANGE DIAGN","FIN",6363,13
"CHANGE DIAGN","FIN","RELEASE",97397,6
"FIN","RELEASE","CODE OK",-167816,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",137868,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",34461,13
"CHANGE DIAGN","FIN","RELEASE",-186369,6
"FIN","RELEASE","CODE OK",-213913,1
"NEW","CHANGE DIAGN","FIN",-75492,13
"CHANGE DIAGN","FIN","RELEASE",-81478,6
"FIN","RELEASE","CODE OK",-106569,1
"NEW","CHANGE DIAGN","FIN",-108108,13
"CHANGE DIAGN","FIN","RELEASE",70997,6
"FIN","RELEASE","CODE OK",68527,1
"NEW","FIN","RELEASE",122822,6
"FIN","RELEASE","CODE OK",1164,1
"NEW","FIN","RELEASE",95718,6
"FIN","RELEASE","CODE OK",99934,1
