"Activity1","Activity2","Activity3","Duration","Next_Activity","V6","V7"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",0,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-53926,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-41820,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",49638,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",38118,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",181271,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",174452,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",82769,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",-50730,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",-50533,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",-55838,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",169214,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-79738,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-174988,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-69955,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",36077,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",34543,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-6778,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-142180,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",279505,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",110520,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-90160,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-223294,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-126266,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-125811,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-121133,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",169209,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",962711,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-31646,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-98493,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",30929,"BILLED"
"NEW","CHANGE DIAGN","CODE OK","FIN","RELEASE",84443,"CODE OK"
"CHANGE DIAGN","CODE OK","FIN","RELEASE","CODE OK",78311,"BILLED"
"CODE OK","FIN","RELEASE","CODE OK","BILLED",-147531,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-165484,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-70252,"RELEASE"
"CODE OK","BILLED","STORNO","REJECT","RELEASE",-77033,"CODE OK"
"BILLED","STORNO","REJECT","RELEASE","CODE OK",-77067,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-90326,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-184835,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-82579,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",-82909,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-88905,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",194706,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",169095,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","REOPEN",-10065,"CODE NOK"
"FIN","RELEASE","CODE NOK","REOPEN","CODE NOK",-70974,"DELETE"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",77369,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",84443,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",169208,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",187894,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",187813,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-246549,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1106,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",29945,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-157599,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-10033,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",15832,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",39013,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-13013,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-147387,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-79891,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-16124,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-26290,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-50098,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",167693,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",29958,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",78318,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-110479,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-71717,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",60367,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",170614,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",170639,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",112044,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",168904,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-73298,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-183545,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-80936,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-138623,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-56200,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-62162,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-84682,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",187785,"BILLED"
"NEW","NEW","JOIN-PAT","JOIN-PAT","JOIN-PAT",-84366,"JOIN-PAT"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",132035,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4619,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-3113,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",23329,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",167739,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-155621,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-115755,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-24798,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-113367,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",13362,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",10735,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-173610,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-424285,"BILLED"
"NEW","NEW","FIN","RELEASE","CODE OK",-16269,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-146300,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",107305,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-414141,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-45176,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46563,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",112631,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",384421,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4370,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-161858,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-118677,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",558239,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-192028,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",8640,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",86383,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",33180,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-33180,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-33179,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",0,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",0,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",0,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",0,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",0,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",0,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",0,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",0,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",0,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",0,"REOPEN"
"FIN","RELEASE","REOPEN","FIN","REOPEN",0,"FIN"
"RELEASE","REOPEN","FIN","REOPEN","FIN",0,"RELEASE"
"REOPEN","FIN","REOPEN","FIN","RELEASE",0,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",0,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",0,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",0,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",534765,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-230459,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",570720,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",494098,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-48986,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-56228,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-56211,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-24074,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-2880,"CHANGE DIAGN"
"FIN","RELEASE","CODE OK","REOPEN","CHANGE DIAGN",87885,"FIN"
"RELEASE","CODE OK","REOPEN","CHANGE DIAGN","FIN",87908,"RELEASE"
"CODE OK","REOPEN","CHANGE DIAGN","FIN","RELEASE",84928,"CODE OK"
"REOPEN","CHANGE DIAGN","FIN","RELEASE","CODE OK",67339,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-98753,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",13020,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",7200,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",5760,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-40320,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-27420,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",33120,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",7200,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",43260,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-31680,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-46140,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",34560,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-57660,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",38940,"BILLED"
"NEW","NEW","NEW","NEW","NEW",153606,"NEW"
"NEW","NEW","NEW","NEW","NEW",88803,"NEW"
"NEW","NEW","NEW","NEW","NEW",88783,"NEW"
"NEW","NEW","NEW","NEW","NEW",100348,"NEW"
"NEW","NEW","NEW","NEW","NEW",-155042,"NEW"
"NEW","NEW","NEW","NEW","NEW",364919,"NEW"
"NEW","NEW","NEW","NEW","NEW",365071,"NEW"
"NEW","NEW","NEW","NEW","NEW",374233,"NEW"
"NEW","NEW","NEW","NEW","NEW",369796,"NEW"
"NEW","NEW","NEW","NEW","NEW",965748,"NEW"
"NEW","NEW","NEW","NEW","NEW",-561714,"NEW"
"NEW","NEW","NEW","NEW","NEW",-403459,"NEW"
"NEW","NEW","NEW","NEW","NEW",-350579,"NEW"
"NEW","NEW","NEW","NEW","NEW",-360673,"NEW"
"NEW","NEW","NEW","NEW","NEW",-770728,"NEW"
"NEW","NEW","NEW","NEW","NEW",5262,"NEW"
"NEW","NEW","NEW","NEW","NEW",-111745,"NEW"
"NEW","NEW","NEW","NEW","NEW",-151528,"NEW"
"NEW","NEW","NEW","NEW","NEW",-151370,"NEW"
"NEW","NEW","NEW","NEW","NEW",-161597,"NEW"
"NEW","NEW","NEW","NEW","NEW",195247,"NEW"
"NEW","NEW","NEW","NEW","NEW",-32754,"NEW"
"NEW","NEW","NEW","NEW","NEW",-55014,"NEW"
"NEW","NEW","NEW","NEW","NEW",22835,"NEW"
"NEW","NEW","NEW","NEW","NEW",17032,"NEW"
"NEW","NEW","NEW","NEW","NEW",-98198,"NEW"
"NEW","NEW","NEW","NEW","NEW",110894,"NEW"
"NEW","NEW","NEW","NEW","NEW",110895,"NEW"
"NEW","NEW","NEW","NEW","NEW",35989,"NEW"
"NEW","NEW","NEW","NEW","NEW",35987,"NEW"
"NEW","NEW","NEW","NEW","NEW",25953,"NEW"
"NEW","NEW","NEW","NEW","NEW",56621,"NEW"
"NEW","NEW","NEW","NEW","NEW",-69075,"NEW"
"NEW","NEW","NEW","NEW","NEW",-72227,"NEW"
"NEW","NEW","NEW","NEW","NEW",55919,"NEW"
"NEW","NEW","NEW","NEW","NEW",56116,"NEW"
"NEW","NEW","NEW","NEW","NEW",8822,"NEW"
"NEW","NEW","NEW","NEW","NEW",167455,"NEW"
"NEW","NEW","NEW","NEW","NEW",-1694,"NEW"
"NEW","NEW","NEW","NEW","NEW",-130080,"NEW"
"NEW","NEW","NEW","NEW","NEW",-27626,"NEW"
"NEW","NEW","NEW","NEW","NEW",-33147,"NEW"
"NEW","NEW","NEW","NEW","NEW",-61808,"NEW"
"NEW","NEW","NEW","NEW","NEW",186618,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-123212,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",13399,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-28924,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",15545,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",-64100,"FIN"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",-61088,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",61850,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-18037,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",119682,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-38449,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-14004,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",95821,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",-160352,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-231253,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",44700,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",141542,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",10080,"BILLED"
"NEW","CHANGE DIAGN","FIN","REOPEN","FIN",167260,"RELEASE"
"CHANGE DIAGN","FIN","REOPEN","FIN","RELEASE",-34591,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",-145893,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-527381,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4594,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",166227,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",167452,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-379325,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",117896,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-35591,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",290861,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-166125,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4408,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-161527,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-76046,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-186313,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-70752,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-103449,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",166544,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",167512,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-101362,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-116921,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-158209,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-82683,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-216129,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-56019,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8861,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-153268,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-479275,"BILLED"
"NEW","CHANGE DIAGN","FIN","REOPEN","FIN",30240,"RELEASE"
"CHANGE DIAGN","FIN","REOPEN","FIN","RELEASE",30300,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",32171,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",30301,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",4381,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",4380,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",4320,"RELEASE"
"REOPEN","FIN","RELEASE","CODE OK","RELEASE",4320,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",4696,"MANUAL"
"RELEASE","CODE OK","RELEASE","CODE OK","MANUAL",-30300,"RELEASE"
"CODE OK","RELEASE","CODE OK","MANUAL","RELEASE",-30300,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",-30300,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",-33739,"FIN"
"MANUAL","RELEASE","CODE OK","REOPEN","FIN",-30323,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",37500,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",37500,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-523600,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",0,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",0,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",0,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",529370,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-31731,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-38964,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",7201,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",-224397,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","CODE OK",-412712,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",5848,"BILLED"
"NEW","FIN","RELEASE","CODE OK","MANUAL",-34620,"RELEASE"
"FIN","RELEASE","CODE OK","MANUAL","RELEASE",-34559,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",46141,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",46141,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",15911,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-97942,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",110020,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-56813,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-122230,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",444564,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-454947,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-166267,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-68316,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",38367,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",4152,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",3457,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",79814,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",76453,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",128322,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",71378,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-236806,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",127657,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-80539,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",185221,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",50744,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",137749,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2518,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",166338,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",41887,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-37088,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",95353,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-31735,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",201932,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-221984,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",79775,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",248495,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",11198,"BILLED"
