"Activity1","Activity2","Activity3","Duration","Next_Activity","V6"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-100960,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-201104,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-3243,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-79052,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",80436,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-146792,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-143166,"BILLED"
"NEW","FIN","RELEASE","CODE OK",85539,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",146546,"DELETE"
"NEW","FIN","RELEASE","CODE OK",-34569,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",308699,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-22413,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",307611,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-133160,"BILLED"
"NEW","FIN","RELEASE","CODE OK",217754,"BILLED"
"NEW","FIN","RELEASE","CODE OK",11064,"BILLED"
"NEW","FIN","RELEASE","CODE OK",136242,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137390,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-71481,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-92190,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137395,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137374,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-187951,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-55130,"BILLED"
"NEW","FIN","FIN","RELEASE",33305,"CODE OK"
"FIN","FIN","RELEASE","CODE OK",193362,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",24237,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",35467,"BILLED"
"NEW","FIN","RELEASE","CODE OK",138181,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-174935,"BILLED"
"NEW","FIN","RELEASE","CODE OK",51483,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",137779,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",-52118,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-142385,"BILLED"
"NEW","FIN","RELEASE","REOPEN",55974,"FIN"
"FIN","RELEASE","REOPEN","FIN",-172769,"RELEASE"
"RELEASE","REOPEN","FIN","RELEASE",137127,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",217394,"BILLED"
"NEW","FIN","RELEASE","CODE OK",216681,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-95167,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",424180,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",419091,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",349079,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-60956,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",539682,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-566558,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK",-56088,"CODE NOK"
"FIN","RELEASE","CODE NOK","CODE NOK",469782,"CODE OK"
"RELEASE","CODE NOK","CODE NOK","CODE OK",476221,"BILLED"
"NEW","FIN","RELEASE","CODE OK",36589,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-57136,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",540024,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-480345,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-481187,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-521770,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-404410,"DELETE"
"NEW","CHANGE DIAGN","FIN","FIN",-124083,"RELEASE"
"CHANGE DIAGN","FIN","FIN","RELEASE",-125434,"CODE OK"
"FIN","FIN","RELEASE","CODE OK",-141684,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",378362,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",377508,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",286929,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-223326,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-158826,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",357899,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",302901,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",588054,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-73259,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",540014,"BILLED"
"NEW","FIN","RELEASE","CODE OK",49020,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",1440,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-40380,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-40380,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-2880,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-19673,"BILLED"
"NEW","FIN","RELEASE","CODE OK",36060,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",8640,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-49020,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",115415,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137832,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",348760,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-113279,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-113372,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-113997,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-13891,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",113685,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-90089,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-69316,"BILLED"
"NEW","FIN","RELEASE","CODE OK",71473,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-219470,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137752,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137665,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",307509,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-163305,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",125005,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",195696,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",80143,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",152749,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",101456,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-68576,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-77200,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-36856,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-136286,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-12189,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-111330,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-131266,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-131580,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-135969,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",176793,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",172913,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",100018,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",326665,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",226881,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-125749,"BILLED"
"NEW","FIN","RELEASE","CODE OK",307425,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137629,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",217719,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137649,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",217748,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-139077,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",209276,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-95480,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",217652,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-164552,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-135990,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-136365,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-170483,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-138986,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-118881,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-118923,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-135965,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-65703,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",63163,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-63577,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-91406,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-65354,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-42773,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",133166,"BILLED"
"BILLED","STORNO","REJECT","BILLED",137410,"STORNO"
"STORNO","REJECT","BILLED","STORNO",187170,"REJECT"
"REJECT","BILLED","STORNO","REJECT",-143219,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-331690,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",214791,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",266314,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",81747,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",225637,"BILLED"
"NEW","FIN","RELEASE","RELEASE",71392,"REOPEN"
"FIN","RELEASE","RELEASE","REOPEN",226811,"FIN"
"RELEASE","RELEASE","REOPEN","FIN",169274,"RELEASE"
"RELEASE","REOPEN","FIN","RELEASE",240201,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137307,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",226579,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-34538,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",37626,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",167512,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-131539,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-73687,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-151796,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137262,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",307118,"BILLED"
"NEW","FIN","RELEASE","CODE OK",33550,"BILLED"
"NEW","FIN","RELEASE","CODE OK",6130,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-526542,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-573615,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-36036,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",53979,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",53974,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",100179,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-42613,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-20229,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-37073,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-95812,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137307,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",497509,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-520585,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-116797,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-117215,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",15527,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-63097,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-39493,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-117415,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-32091,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-106198,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",209438,"DELETE"
"NEW","FIN","RELEASE","CODE OK",-87957,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-12145,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-90057,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-131536,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",1939,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",124991,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-123354,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-121799,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-179476,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",131873,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",132099,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",127583,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-136761,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-60946,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-1254656,"BILLED"
"NEW","FIN","RELEASE","CODE OK",38435,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-110926,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-88373,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",48069,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-171723,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-132115,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-9239,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",428830,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",420361,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-574679,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-491008,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",35480,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-20800,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-26018,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-539228,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-18844,"SET STATUS"
"NEW","FIN","RELEASE","CODE OK",-24598,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-490143,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",27347,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-469999,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-474112,"BILLED"
"NEW","FIN","RELEASE","CODE OK",46018,"BILLED"
"NEW","FIN","RELEASE","CODE OK",446875,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-87042,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",538673,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-496724,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",15385,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",10099,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",11966,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",528414,"BILLED"
"NEW","FIN","RELEASE","CODE OK",306820,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-82087,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",-198766,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-190839,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",16463,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",12056,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",427341,"FIN"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",-361374,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",165237,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-380544,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-558912,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-39234,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",6926,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-1465,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-415800,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-421602,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",53057,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-83282,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-123215,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-185330,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-138906,"BILLED"
"NEW","FIN","RELEASE","CODE OK",279423,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",26770,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",225367,"BILLED"
"NEW","FIN","RELEASE","CODE OK",536934,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137782,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",216015,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",538556,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-576190,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-49390,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-54822,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-52809,"STORNO"
"BILLED","STORNO","BILLED","STORNO",538550,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-511299,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-80070,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-534748,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-17144,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",513128,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",85955,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-8116,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",538172,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-331361,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-528755,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-1608,"BILLED"
"NEW","FIN","RELEASE","CODE OK",45973,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",38916,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",42851,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",548164,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-533035,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-1440,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",88869,"BILLED"
"NEW","FIN","RELEASE","CODE OK",498582,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-74927,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-77067,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-318358,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-171200,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-35280,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-35665,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-130222,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK",-130277,"REOPEN"
"FIN","RELEASE","CODE NOK","REOPEN",-98414,"CHANGE DIAGN"
"RELEASE","CODE NOK","REOPEN","CHANGE DIAGN",-184313,"FIN"
"CODE NOK","REOPEN","CHANGE DIAGN","FIN",38164,"RELEASE"
"REOPEN","CHANGE DIAGN","FIN","RELEASE",214943,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-29638,"BILLED"
"NEW","FIN","RELEASE","CODE OK",294357,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",18276,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",214631,"BILLED"
"NEW","FIN","RELEASE","CODE OK",8348,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-48209,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-162304,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-34991,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-113144,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-103610,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",138142,"BILLED"
"NEW","FIN","RELEASE","CODE OK",133320,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",42136,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",54848,"BILLED"
"NEW","FIN","RELEASE","CODE OK",123599,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",11741,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",138149,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-45369,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",153718,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",114,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",49303,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",584913,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",523630,"BILLED"
"NEW","FIN","RELEASE","CODE OK",131946,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-47936,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-126135,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-1551,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-139154,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-143853,"BILLED"
"NEW","FIN","RELEASE","CODE OK",44657,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",80,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",80,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",80814,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",79055,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",59997,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-22707,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-247941,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-1417,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",108919,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-117316,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-209427,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",29966,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-125583,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",70085,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",183137,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",119087,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",117208,"BILLED"
"NEW","FIN","RELEASE","CODE OK",1,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-73187,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",136133,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-196433,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",70047,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-91912,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-3567,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-171371,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-380966,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-32988,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",216107,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-102489,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",305813,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-148537,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-384926,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",216192,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-81084,"BILLED"
"NEW","FIN","RELEASE","CODE OK",121613,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-84985,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-173300,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-35487,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-180499,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-44937,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-45468,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-82818,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK",-83450,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE OK",44570,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-134824,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-10469,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-86894,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",137880,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-211217,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137888,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-204539,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",69972,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",173673,"CODE OK"
"FIN","RELEASE","CODE NOK","CODE OK",137909,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-346901,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",5842,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",118545,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-197865,"BILLED"
"NEW","FIN","RELEASE","CODE OK",305889,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-116917,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",332338,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-412682,"RELEASE"
